city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Rondonópolis,5107602,5,2.15062,2020-04-01,,0,232491,FALSE,3,city,MT
Tangará da Serra,5107958,1,0.96386,2020-04-01,,0,103750,FALSE,1,city,MT
Várzea Grande,5108402,2,0.70183,2020-04-01,,0,284971,FALSE,8,city,MT
,51,28,0.80357,2020-04-01,,0,3484466,FALSE,10,state,MT
Abaetetuba,1500107,1,0.63412,2020-04-01,,0,157698,FALSE,2,city,PA
Ananindeua,1500800,7,1.31927,2020-04-01,,0,530598,FALSE,8,city,PA
Barcarena,1501303,1,0.80205,2020-04-01,,0,124680,FALSE,1,city,PA
Belém,1501402,25,1.67477,2020-04-01,,0,1492745,FALSE,15,city,PA
Castanhal,1502400,1,0.49803,2020-04-01,,0,200793,FALSE,7,city,PA
Itaituba,1503606,1,0.98768,2020-04-01,,0,101247,FALSE,7,city,PA
Marabá,1504208,1,0.35798,2020-04-01,,0,279349,FALSE,10,city,PA
Marituba,1504422,1,0.76033,2020-04-01,,0,131521,FALSE,2,city,PA
Parauapebas,1505536,1,0.48014,2020-04-01,,0,208273,FALSE,5,city,PA
Santarém,1506807,1,0.32831,2020-04-01,1,1,304589,FALSE,1,city,PA
Tucuruí,1508100,1,0.87982,2020-04-01,,0,113659,FALSE,2,city,PA
,15,41,0.47659,2020-04-01,0.0244,1,8602865,FALSE,15,state,PA
Cabedelo,2503209,1,1.47632,2020-04-01,,0,67736,FALSE,1,city,PB
Campina Grande,2504009,2,0.48813,2020-04-01,,0,409731,FALSE,6,city,PB
Igaracy,2502607,1,16.34788,2020-04-01,,0,6117,FALSE,10,city,PB
João Pessoa,2507507,15,1.85411,2020-04-01,,0,809015,FALSE,15,city,PB
Patos,2510808,1,0.92932,2020-04-01,1,1,107605,FALSE,3,city,PB
Sousa,2516201,1,1.44001,2020-04-01,,0,69444,FALSE,6,city,PB
,25,21,0.52263,2020-04-01,0.0476,1,4018127,FALSE,21,state,PB
Aliança,2600708,1,2.60512,2020-04-01,,0,38386,FALSE,1,city,PE
Belo Jardim,2601706,1,1.30823,2020-04-01,,0,76439,FALSE,14,city,PE
Camaragibe,2603454,2,1.2672,2020-04-01,,0,157828,FALSE,6,city,PE
Caruaru,2604106,1,0.27692,2020-04-01,,0,361118,FALSE,10,city,PE
Fernando de Noronha,2605459,2,65.33812,2020-04-01,,0,3061,FALSE,6,city,PE
Goiana,2606200,1,1.25379,2020-04-01,1,1,79758,FALSE,6,city,PE
Importados/Indefinidos,,5,,2020-04-01,0.2,1,,FALSE,16,city,PE
Ipubi,2607307,1,3.24107,2020-04-01,,0,30854,FALSE,2,city,PE
Jaboatão dos Guararapes,2607901,6,0.85434,2020-04-01,,0,702298,FALSE,14,city,PE
Olinda,2609600,5,1.27394,2020-04-01,0.2,1,392482,FALSE,11,city,PE
Palmares,2610004,1,1.58103,2020-04-01,,0,63250,FALSE,3,city,PE
Petrolina,2611101,2,0.57283,2020-04-01,,0,349145,FALSE,10,city,PE
Recife,2611606,64,3.88886,2020-04-01,0.0781,5,1645727,FALSE,18,city,PE
São Lourenço da Mata,2613701,3,2.64947,2020-04-01,,0,113230,FALSE,5,city,PE
,26,95,0.99403,2020-04-01,0.0842,8,9557071,FALSE,21,state,PE
Parnaíba,2207702,1,0.65326,2020-04-01,1,1,153078,FALSE,4,city,PI
São José do Divino,2210052,1,18.70557,2020-04-01,1,1,5346,FALSE,5,city,PI
Teresina,2211001,17,1.96567,2020-04-01,0.1176,2,864845,FALSE,12,city,PI
,22,19,0.58047,2020-04-01,0.2105,4,3273227,FALSE,12,state,PI
Almirante Tamandaré,4100400,3,2.52902,2020-04-01,,0,118623,FALSE,3,city,PR
Arapongas,4101507,2,1.62566,2020-04-01,,0,123027,FALSE,1,city,PR
Araucária,4101804,1,0.6952,2020-04-01,,0,143843,FALSE,1,city,PR
Assis Chateaubriand,4102000,1,2.99742,2020-04-01,,0,33362,FALSE,1,city,PR
Cambé,4103701,1,0.93868,2020-04-01,,0,106533,FALSE,1,city,PR
Campo Largo,4104204,4,3.03026,2020-04-01,,0,132002,FALSE,16,city,PR
Campo Mourão,4104303,4,4.21678,2020-04-01,,0,94859,FALSE,8,city,PR
Cascavel,4104808,10,3.04457,2020-04-01,0.1,1,328454,FALSE,10,city,PR
Castro,4104907,1,1.39891,2020-04-01,,0,71484,FALSE,4,city,PR
Cianorte,4105508,8,9.68289,2020-04-01,,0,82620,FALSE,19,city,PR
Colombo,4105805,0,,2020-04-01,,0,243726,FALSE,11,city,PR
Contenda,4106209,1,5.38097,2020-04-01,,0,18584,FALSE,4,city,PR
Curitiba,4106902,97,5.01783,2020-04-01,,0,1933105,FALSE,19,city,PR
Faxinal,4107603,1,5.79677,2020-04-01,,0,17251,FALSE,8,city,PR
Fazenda Rio Grande,4107652,1,0.99791,2020-04-01,,0,100209,FALSE,1,city,PR
Foz do Iguaçu,4108304,12,4.64159,2020-04-01,,0,258532,FALSE,15,city,PR
Francisco Beltrão,4108403,1,1.09778,2020-04-01,,0,91093,FALSE,2,city,PR
Goioerê,4108601,1,3.46212,2020-04-01,,0,28884,FALSE,1,city,PR
Guaíra,4108809,2,6.03883,2020-04-01,,0,33119,FALSE,13,city,PR
Guarapuava,4109401,1,0.55095,2020-04-01,,0,181504,FALSE,6,city,PR
Ibaiti,4109708,1,3.18837,2020-04-01,,0,31364,FALSE,1,city,PR
Importados/Indefinidos,,5,,2020-04-01,,0,,FALSE,11,city,PR
Iretama,4110805,1,9.83381,2020-04-01,,0,10169,FALSE,6,city,PR
Lapa,4113205,1,2.07628,2020-04-01,,0,48163,FALSE,2,city,PR
Londrina,4113700,26,4.56354,2020-04-01,,0,569733,FALSE,16,city,PR
Marechal Cândido Rondon,4114609,1,1.88879,2020-04-01,,0,52944,FALSE,4,city,PR
Maringá,4115200,10,2.36035,2020-04-01,0.2,2,423666,FALSE,15,city,PR
Mariópolis,4115309,1,15.12859,2020-04-01,,0,6610,FALSE,5,city,PR
Matinhos,4115705,1,2.88018,2020-04-01,,0,34720,FALSE,3,city,PR
Medianeira,4115804,1,2.1646,2020-04-01,,0,46198,FALSE,4,city,PR
Paranavaí,4118402,2,2.26311,2020-04-01,,0,88374,FALSE,9,city,PR
Pato Branco,4118501,2,2.4131,2020-04-01,,0,82881,FALSE,12,city,PR
Peabiru,4118808,1,7.1449,2020-04-01,,0,13996,FALSE,4,city,PR
Pinhais,4119152,5,3.78338,2020-04-01,,0,132157,FALSE,12,city,PR
Ponta Grossa,4119905,3,0.85291,2020-04-01,,0,351736,FALSE,12,city,PR
Quatiguá,4120705,2,26.84924,2020-04-01,,0,7449,FALSE,5,city,PR
Quatro Barras,4120804,1,4.24466,2020-04-01,,0,23559,FALSE,2,city,PR
Rio Branco do Sul,4122206,1,3.08671,2020-04-01,,0,32397,FALSE,3,city,PR
Rio Negro,4122305,1,2.92654,2020-04-01,,0,34170,FALSE,6,city,PR
São José dos Pinhais,4125506,4,1.23709,2020-04-01,,0,323340,FALSE,4,city,PR
Telêmaco Borba,4127106,2,2.53248,2020-04-01,,0,78974,FALSE,9,city,PR
Terra Rica,4127304,1,5.95628,2020-04-01,,0,16789,FALSE,4,city,PR
Umuarama,4128104,2,1.79281,2020-04-01,,0,111557,FALSE,12,city,PR
União da Vitória,4128203,1,1.73862,2020-04-01,,0,57517,FALSE,6,city,PR
Verê,4128609,1,13.7798,2020-04-01,,0,7257,FALSE,2,city,PR
,41,229,2.00281,2020-04-01,0.0131,3,11433957,FALSE,19,state,PR
Angra dos Reis,3300100,1,0.49071,2020-04-01,,0,203785,FALSE,3,city,RJ
Arraial do Cabo,3300258,1,3.295,2020-04-01,1,1,30349,FALSE,1,city,RJ
Barra Mansa,3300407,2,1.08453,2020-04-01,,0,184412,FALSE,20,city,RJ
Belford Roxo,3300456,3,0.58719,2020-04-01,,0,510906,FALSE,7,city,RJ
Campos dos Goytacazes,3301009,1,0.19703,2020-04-01,,0,507548,FALSE,9,city,RJ
Duque de Caxias,3301702,6,0.65246,2020-04-01,,0,919596,FALSE,9,city,RJ
Guapimirim,3301850,1,1.65243,2020-04-01,,0,60517,FALSE,14,city,RJ
Importados/Indefinidos,,0,,2020-04-01,,0,,FALSE,12,city,RJ
Itaboraí,3301900,4,1.66257,2020-04-01,,0,240592,FALSE,6,city,RJ
Macaé,3302403,1,0.3896,2020-04-01,,0,256672,FALSE,2,city,RJ
Mangaratiba,3302601,1,2.24881,2020-04-01,,0,44468,FALSE,5,city,RJ
Maricá,3302700,2,1.24064,2020-04-01,,0,161207,FALSE,4,city,RJ
Miguel Pereira,3302908,1,3.91573,2020-04-01,1,1,25538,FALSE,13,city,RJ
Niterói,3303302,62,12.07203,2020-04-01,0.0161,1,513584,FALSE,17,city,RJ
Nova Iguaçu,3303500,7,0.85249,2020-04-01,,0,821128,FALSE,5,city,RJ
Petrópolis,3303906,5,1.63297,2020-04-01,0.2,1,306191,FALSE,12,city,RJ
Queimados,3304144,1,0.66525,2020-04-01,,0,150319,FALSE,3,city,RJ
Resende,3304201,2,1.52275,2020-04-01,,0,131341,FALSE,8,city,RJ
Rio Bonito,3304300,2,3.3222,2020-04-01,0.5,1,60201,FALSE,3,city,RJ
Rio das Ostras,3304524,3,1.99105,2020-04-01,0.3333,1,150674,FALSE,4,city,RJ
Rio de Janeiro,3304557,697,10.37372,2020-04-01,0.0287,20,6718903,FALSE,19,city,RJ
São Gonçalo,3304904,11,1.01398,2020-04-01,0.0909,1,1084839,FALSE,10,city,RJ
São João de Meriti,3305109,2,0.42336,2020-04-01,,0,472406,FALSE,3,city,RJ
São Pedro da Aldeia,3305208,1,0.95716,2020-04-01,,0,104476,FALSE,2,city,RJ
Seropédica,3305554,1,1.21489,2020-04-01,,0,82312,FALSE,4,city,RJ
Teresópolis,3305802,1,0.54766,2020-04-01,,0,182594,FALSE,3,city,RJ
Valença,3306107,1,1.3068,2020-04-01,,0,76523,FALSE,8,city,RJ
Volta Redonda,3306305,12,4.39541,2020-04-01,0.0833,1,273012,FALSE,9,city,RJ
,33,832,4.81901,2020-04-01,0.0337,28,17264943,FALSE,20,state,RJ
Açu,2400208,1,1.72363,2020-04-01,,0,58017,FALSE,4,city,RN
Apodi,2401008,1,2.78979,2020-04-01,,0,35845,FALSE,3,city,RN
Caicó,2402006,0,,2020-04-01,,0,67952,FALSE,4,city,RN
Carnaubais,2402501,1,9.29454,2020-04-01,,0,10759,FALSE,3,city,RN
Ceará-Mirim,2402600,1,1.3606,2020-04-01,,0,73497,FALSE,1,city,RN
Importados/Indefinidos,,2,,2020-04-01,,0,,FALSE,4,city,RN
Luís Gomes,2407005,1,9.88533,2020-04-01,,0,10116,FALSE,3,city,RN
Macaíba,2407104,1,1.23775,2020-04-01,,0,80792,FALSE,4,city,RN
Monte Alegre,2407807,1,4.45414,2020-04-01,,0,22451,FALSE,4,city,RN
Mossoró,2408003,20,6.72545,2020-04-01,0.05,1,297378,FALSE,10,city,RN
Natal,2408102,48,5.42911,2020-04-01,0.0208,1,884122,FALSE,15,city,RN
Parnamirim,2403251,11,4.207,2020-04-01,,0,261469,FALSE,11,city,RN
Passa e Fica,2409100,1,7.53182,2020-04-01,,0,13277,FALSE,4,city,RN
São Gonçalo do Amarante,2412005,1,0.97656,2020-04-01,,0,102400,FALSE,4,city,RN
São José de Mipibu,2412203,1,2.27796,2020-04-01,,0,43899,FALSE,4,city,RN
Tibau,2411056,1,24.3546,2020-04-01,,0,4106,FALSE,4,city,RN
,24,92,2.62343,2020-04-01,0.0217,2,3506853,FALSE,15,state,RN
Jaru,1100114,1,1.93143,2020-04-01,,0,51775,FALSE,3,city,RO
Ji-Paraná,1100122,1,0.77538,2020-04-01,,0,128969,FALSE,12,city,RO
Porto Velho,1100205,7,1.32189,2020-04-01,0.1429,1,529544,FALSE,11,city,RO
,11,9,0.50641,2020-04-01,0.1111,1,1777225,FALSE,12,state,RO
Boa Vista,1400100,23,5.76134,2020-04-01,,0,399213,FALSE,12,city,RR
Bonfim,1400159,3,24.176,2020-04-01,,0,12409,FALSE,9,city,RR
,14,26,4.29212,2020-04-01,,0,605761,FALSE,12,state,RR
Alegrete,4300406,1,1.3589,2020-04-01,,0,73589,FALSE,1,city,RS
Alvorada,4300604,2,0.951,2020-04-01,,0,210305,FALSE,14,city,RS
Anta Gorda,4300703,2,33.43922,2020-04-01,,0,5981,FALSE,9,city,RS
Bagé,4301602,15,12.38206,2020-04-01,,0,121143,FALSE,14,city,RS
Bento Gonçalves,4302105,2,1.66038,2020-04-01,,0,120454,FALSE,13,city,RS
Cachoeira do Sul,4303004,1,1.21653,2020-04-01,,0,82201,FALSE,6,city,RS
Cachoeirinha,4303103,1,0.7675,2020-04-01,,0,130293,FALSE,2,city,RS
Campo Bom,4303905,2,2.99796,2020-04-01,,0,66712,FALSE,20,city,RS
Canguçu,4304507,1,1.78428,2020-04-01,,0,56045,FALSE,5,city,RS
Canoas,4304606,8,2.30803,2020-04-01,,0,346616,FALSE,12,city,RS
Capão da Canoa,4304630,2,3.7701,2020-04-01,,0,53049,FALSE,10,city,RS
Capão do Leão,4304663,1,3.94415,2020-04-01,,0,25354,FALSE,2,city,RS
Carlos Barbosa,4304804,1,3.35199,2020-04-01,,0,29833,FALSE,12,city,RS
Caxias do Sul,4305108,13,2.5445,2020-04-01,,0,510906,FALSE,18,city,RS
Cerro Grande do Sul,4305173,1,8.1706,2020-04-01,,0,12239,FALSE,8,city,RS
Charqueadas,4305355,1,2.45164,2020-04-01,,0,40789,FALSE,12,city,RS
Cruzeiro do Sul,4306205,1,8.09848,2020-04-01,,0,12348,FALSE,10,city,RS
Dois Irmãos,4306403,1,3.06082,2020-04-01,,0,32671,FALSE,12,city,RS
Dom Pedrito,4306601,1,2.60004,2020-04-01,,0,38461,FALSE,8,city,RS
Eldorado do Sul,4306767,1,2.42219,2020-04-01,,0,41285,FALSE,12,city,RS
Erechim,4307005,3,2.83388,2020-04-01,,0,105862,FALSE,14,city,RS
Estância Velha,4307609,2,3.99824,2020-04-01,,0,50022,FALSE,11,city,RS
Estrela,4307807,1,2.93118,2020-04-01,,0,34116,FALSE,12,city,RS
Farroupilha,4307906,1,1.38253,2020-04-01,,0,72331,FALSE,14,city,RS
Garibaldi,4308607,1,2.85144,2020-04-01,,0,35070,FALSE,9,city,RS
Gravataí,4309209,4,1.42086,2020-04-01,,0,281519,FALSE,8,city,RS
Ivoti,4310801,3,12.34924,2020-04-01,0.3333,1,24293,FALSE,13,city,RS
Lajeado,4311403,5,5.95139,2020-04-01,,0,84014,FALSE,12,city,RS
Marau,4311809,2,4.52888,2020-04-01,,0,44161,FALSE,7,city,RS
